make_model_tank,panel_year,n_total,n_tx,n_ctl,has_both
Single-Walled|Gasoline-Only|1k-5k|1985,1986,4520,684,3836,1
Single-Walled|Gasoline-Only|1k-5k|1985,1987,4488,680,3808,1
Single-Walled|Gasoline-Only|1k-5k|1985,1988,4428,661,3767,1
Single-Walled|Gasoline-Only|1k-5k|1985,1989,4324,645,3679,1
Single-Walled|Gasoline-Only|1k-5k|1985,1990,4179,617,3562,1
Single-Walled|Gasoline-Only|1k-5k|1985,1991,3981,582,3399,1
Single-Walled|Gasoline-Only|1k-5k|1985,1992,3801,541,3260,1
Single-Walled|Gasoline-Only|1k-5k|1985,1993,3605,512,3093,1
Single-Walled|Gasoline-Only|1k-5k|1985,1994,3352,474,2878,1
Single-Walled|Gasoline-Only|1k-5k|1985,1995,3117,446,2671,1
Single-Walled|Gasoline-Only|1k-5k|1985,1996,2935,411,2524,1
Single-Walled|Gasoline-Only|1k-5k|1985,1997,2735,378,2357,1
Single-Walled|Gasoline-Only|1k-5k|1985,1998,2474,341,2133,1
Single-Walled|Gasoline-Only|Under-1k|1979,1985,697,75,622,1
Single-Walled|Gasoline-Only|Under-1k|1979,1986,692,74,618,1
Single-Walled|Gasoline-Only|Under-1k|1979,1987,682,74,608,1
Single-Walled|Gasoline-Only|Under-1k|1979,1988,670,72,598,1
Single-Walled|Gasoline-Only|Under-1k|1979,1989,621,68,553,1
Single-Walled|Gasoline-Only|Under-1k|1979,1990,572,65,507,1
Single-Walled|Gasoline-Only|Under-1k|1978,1985,982,91,891,1
Single-Walled|Gasoline-Only|Under-1k|1978,1986,973,91,882,1
Single-Walled|Gasoline-Only|Under-1k|1978,1987,955,90,865,1
Single-Walled|Gasoline-Only|Under-1k|1978,1988,916,86,830,1
Single-Walled|Gasoline-Only|Under-1k|1978,1989,828,78,750,1
Single-Walled|Gasoline-Only|Under-1k|1978,1990,769,71,698,1
Single-Walled|Gasoline-Only|Under-1k|1990,1994,100,4,96,1
Single-Walled|Gasoline-Only|Under-1k|1990,1995,98,4,94,1
Single-Walled|Gasoline-Only|Under-1k|1990,1996,93,4,89,1
Single-Walled|Gasoline-Only|5k-12k|1981,1985,7655,1644,6011,1
Single-Walled|Gasoline-Only|5k-12k|1981,1986,7641,1639,6002,1
Single-Walled|Gasoline-Only|5k-12k|1981,1987,7566,1624,5942,1
Single-Walled|Gasoline-Only|5k-12k|1981,1988,7477,1591,5886,1
Single-Walled|Gasoline-Only|5k-12k|1981,1989,7297,1559,5738,1
Single-Walled|Gasoline-Only|5k-12k|1981,1990,7068,1507,5561,1
Single-Walled|Gasoline-Only|5k-12k|1981,1991,6758,1441,5317,1
Single-Walled|Gasoline-Only|5k-12k|1981,1992,6439,1382,5057,1
Single-Walled|Gasoline-Only|5k-12k|1981,1993,6137,1290,4847,1
Single-Walled|Gasoline-Only|5k-12k|1981,1994,5757,1221,4536,1
Single-Walled|Gasoline-Only|5k-12k|1981,1995,5439,1154,4285,1
Single-Walled|Gasoline-Only|5k-12k|1981,1996,5174,1100,4074,1
Single-Walled|Gasoline-Only|5k-12k|1981,1997,4883,1026,3857,1
Single-Walled|Gasoline-Only|5k-12k|1981,1998,4525,940,3585,1
Single-Walled|Gasoline-Only|5k-12k|1981,1999,4021,782,3239,1
Single-Walled|Gasoline-Only|5k-12k|1981,2000,3712,707,3005,1
Single-Walled|Gasoline-Only|5k-12k|1981,2001,3547,660,2887,1
Single-Walled|Gasoline-Only|5k-12k|1981,2002,3434,607,2827,1
Single-Walled|Gasoline-Only|5k-12k|1981,2003,3332,576,2756,1
Single-Walled|Gasoline-Only|5k-12k|1981,2004,3183,517,2666,1
Single-Walled|Gasoline-Only|5k-12k|1981,2005,3078,489,2589,1
Single-Walled|Gasoline-Only|5k-12k|1981,2006,2969,459,2510,1
Single-Walled|Gasoline-Only|5k-12k|1981,2007,2879,440,2439,1
Single-Walled|Gasoline-Only|5k-12k|1981,2008,2773,405,2368,1
Single-Walled|Gasoline-Only|5k-12k|1981,2009,2690,383,2307,1
Single-Walled|Gasoline-Only|5k-12k|1981,2010,2615,360,2255,1
Single-Walled|Gasoline-Only|5k-12k|1981,2011,2534,347,2187,1
Single-Walled|Gasoline-Only|5k-12k|1981,2012,2460,338,2122,1
Single-Walled|Gasoline-Only|5k-12k|1981,2013,2421,338,2083,1
Single-Walled|Gasoline-Only|5k-12k|1981,2014,2362,338,2024,1
Single-Walled|Gasoline-Only|5k-12k|1981,2015,2323,338,1985,1
Single-Walled|Gasoline-Only|5k-12k|1981,2016,2280,338,1942,1
Single-Walled|Gasoline-Only|5k-12k|1981,2017,2245,338,1907,1
Single-Walled|Gasoline-Only|5k-12k|1981,2018,2212,338,1874,1
Single-Walled|Gasoline-Only|5k-12k|1981,2019,2182,338,1844,1
Single-Walled|Gasoline-Only|5k-12k|1981,2020,2170,338,1832,1
Single-Walled|Gasoline-Only|Under-1k|1981,1985,932,90,842,1
Single-Walled|Gasoline-Only|Under-1k|1981,1986,927,90,837,1
Single-Walled|Gasoline-Only|Under-1k|1981,1987,912,89,823,1
Single-Walled|Gasoline-Only|Under-1k|1981,1988,887,86,801,1
Single-Walled|Gasoline-Only|Under-1k|1981,1989,816,76,740,1
Single-Walled|Gasoline-Only|Under-1k|1981,1990,766,67,699,1
Single-Walled|Gasoline-Only|1k-5k|1986,1987,3071,250,2821,1
Single-Walled|Gasoline-Only|1k-5k|1986,1988,3040,247,2793,1
Single-Walled|Gasoline-Only|1k-5k|1986,1989,2953,243,2710,1
Single-Walled|Gasoline-Only|1k-5k|1986,1990,2864,238,2626,1
Single-Walled|Gasoline-Only|1k-5k|1986,1991,2781,236,2545,1
Single-Walled|Gasoline-Only|5k-12k|1986,1987,6866,1145,5721,1
Single-Walled|Gasoline-Only|5k-12k|1986,1988,6835,1143,5692,1
Single-Walled|Gasoline-Only|5k-12k|1986,1989,6787,1143,5644,1
Single-Walled|Gasoline-Only|5k-12k|1986,1990,6754,1137,5617,1
Single-Walled|Gasoline-Only|5k-12k|1986,1991,6711,1126,5585,1
Single-Walled|Gasoline-Only|5k-12k|1986,1992,6621,1119,5502,1
Single-Walled|Gasoline-Only|5k-12k|1986,1993,6532,1103,5429,1
Single-Walled|Gasoline-Only|5k-12k|1986,1994,6436,1098,5338,1
Single-Walled|Gasoline-Only|5k-12k|1986,1995,6304,1079,5225,1
Single-Walled|Gasoline-Only|5k-12k|1986,1996,6216,1068,5148,1
Single-Walled|Gasoline-Only|5k-12k|1986,1997,6096,1048,5048,1
Single-Walled|Gasoline-Only|5k-12k|1986,1998,5932,1018,4914,1
Single-Walled|Gasoline-Only|5k-12k|1986,1999,5678,965,4713,1
Single-Walled|Gasoline-Only|5k-12k|1986,2000,5468,929,4539,1
Single-Walled|Gasoline-Only|5k-12k|1986,2001,5333,901,4432,1
Single-Walled|Gasoline-Only|5k-12k|1986,2002,5191,872,4319,1
Single-Walled|Gasoline-Only|5k-12k|1986,2003,5104,856,4248,1
Single-Walled|Gasoline-Only|5k-12k|1986,2004,4948,801,4147,1
Single-Walled|Gasoline-Only|5k-12k|1986,2005,4826,774,4052,1
Single-Walled|Gasoline-Only|5k-12k|1986,2006,4708,746,3962,1
Single-Walled|Gasoline-Only|5k-12k|1986,2007,4553,704,3849,1
Single-Walled|Gasoline-Only|5k-12k|1986,2008,4461,674,3787,1
Single-Walled|Gasoline-Only|5k-12k|1986,2009,4362,650,3712,1
Single-Walled|Gasoline-Only|5k-12k|1986,2010,4300,640,3660,1
Single-Walled|Gasoline-Only|1k-5k|1983,1985,4511,670,3841,1
Single-Walled|Gasoline-Only|1k-5k|1983,1986,4497,669,3828,1
Single-Walled|Gasoline-Only|1k-5k|1983,1987,4445,665,3780,1
Single-Walled|Gasoline-Only|1k-5k|1983,1988,4372,650,3722,1
Single-Walled|Gasoline-Only|1k-5k|1983,1989,4201,634,3567,1
Single-Walled|Gasoline-Only|1k-5k|1983,1990,4020,603,3417,1
Single-Walled|Gasoline-Only|1k-5k|1983,1991,3776,555,3221,1
Single-Walled|Gasoline-Only|1k-5k|1983,1992,3528,502,3026,1
Single-Walled|Gasoline-Only|1k-5k|1983,1993,3289,456,2833,1
Single-Walled|Gasoline-Only|Under-1k|1983,1985,630,47,583,1
Single-Walled|Gasoline-Only|Under-1k|1983,1986,627,45,582,1
Single-Walled|Gasoline-Only|Under-1k|1983,1987,620,45,575,1
Single-Walled|Gasoline-Only|Under-1k|1983,1988,606,42,564,1
Single-Walled|Gasoline-Only|Under-1k|1983,1989,567,38,529,1
Single-Walled|Gasoline-Only|Under-1k|1983,1990,527,36,491,1
Single-Walled|Gasoline-Only|Under-1k|1983,1991,486,28,458,1
Single-Walled|Gasoline-Only|Under-1k|1983,1992,456,27,429,1
Single-Walled|Gasoline-Only|Under-1k|1983,1993,406,24,382,1
Single-Walled|Gasoline-Only|5k-12k|1985,1986,9136,2222,6914,1
Single-Walled|Gasoline-Only|5k-12k|1985,1987,9117,2220,6897,1
Single-Walled|Gasoline-Only|5k-12k|1985,1988,9075,2209,6866,1
Single-Walled|Gasoline-Only|5k-12k|1985,1989,9023,2193,6830,1
Single-Walled|Gasoline-Only|5k-12k|1985,1990,8944,2175,6769,1
Single-Walled|Gasoline-Only|5k-12k|1985,1991,8844,2160,6684,1
Single-Walled|Gasoline-Only|5k-12k|1985,1992,8677,2120,6557,1
Single-Walled|Gasoline-Only|5k-12k|1985,1993,8495,2073,6422,1
Single-Walled|Gasoline-Only|5k-12k|1985,1994,8296,2030,6266,1
Single-Walled|Gasoline-Only|5k-12k|1985,1995,8088,1994,6094,1
Single-Walled|Gasoline-Only|5k-12k|1985,1996,7893,1955,5938,1
Single-Walled|Gasoline-Only|5k-12k|1985,1997,7683,1915,5768,1
Single-Walled|Gasoline-Only|5k-12k|1985,1998,7387,1843,5544,1
Single-Walled|Gasoline-Only|5k-12k|1985,1999,6959,1701,5258,1
Single-Walled|Gasoline-Only|5k-12k|1985,2000,6658,1608,5050,1
Single-Walled|Gasoline-Only|5k-12k|1985,2001,6487,1554,4933,1
Single-Walled|Gasoline-Only|5k-12k|1985,2002,6283,1478,4805,1
Single-Walled|Gasoline-Only|5k-12k|1985,2003,6083,1406,4677,1
Single-Walled|Gasoline-Only|5k-12k|1985,2004,5897,1350,4547,1
Single-Walled|Gasoline-Only|5k-12k|1985,2005,5719,1296,4423,1
Single-Walled|Gasoline-Only|5k-12k|1985,2006,5565,1257,4308,1
Single-Walled|Gasoline-Only|5k-12k|1985,2007,5448,1219,4229,1
Single-Walled|Gasoline-Only|5k-12k|1985,2008,5249,1161,4088,1
Single-Walled|Gasoline-Only|5k-12k|1985,2009,5081,1124,3957,1
Single-Walled|Gasoline-Only|5k-12k|1985,2010,4960,1102,3858,1
Single-Walled|Gasoline-Only|5k-12k|1985,2011,4850,1055,3795,1
Single-Walled|Gasoline-Only|5k-12k|1985,2012,4760,1051,3709,1
Single-Walled|Gasoline-Only|5k-12k|1985,2013,4703,1051,3652,1
Single-Walled|Gasoline-Only|5k-12k|1985,2014,4624,1051,3573,1
Single-Walled|Gasoline-Only|5k-12k|1985,2015,4569,1051,3518,1
Single-Walled|Gasoline-Only|5k-12k|1985,2016,4485,1051,3434,1
Single-Walled|Gasoline-Only|5k-12k|1985,2017,4426,1051,3375,1
Single-Walled|Gasoline-Only|5k-12k|1985,2018,4343,1051,3292,1
Single-Walled|Gasoline-Only|5k-12k|1985,2019,4288,1051,3237,1
Single-Walled|Gasoline-Only|5k-12k|1985,2020,4240,1051,3189,1
Single-Walled|Other-Fuel|Under-1k|1991,1992,182,15,167,1
Single-Walled|Other-Fuel|Under-1k|1991,1993,174,13,161,1
Single-Walled|Other-Fuel|Under-1k|1991,1994,168,13,155,1
Single-Walled|Other-Fuel|Under-1k|1991,1995,163,13,150,1
Single-Walled|Other-Fuel|Under-1k|1991,1996,153,12,141,1
Single-Walled|Other-Fuel|Under-1k|1991,1997,151,12,139,1
Single-Walled|Other-Fuel|Under-1k|1991,1998,146,12,134,1
Single-Walled|Other-Fuel|Under-1k|1991,1999,133,11,122,1
Single-Walled|Other-Fuel|Under-1k|1991,2000,122,11,111,1
Single-Walled|Other-Fuel|Under-1k|1991,2001,118,10,108,1
Single-Walled|Other-Fuel|Under-1k|1991,2002,113,9,104,1
Single-Walled|Other-Fuel|Under-1k|1991,2003,111,9,102,1
Single-Walled|Other-Fuel|Under-1k|1991,2004,107,8,99,1
Single-Walled|Other-Fuel|Under-1k|1991,2005,103,8,95,1
Single-Walled|Other-Fuel|Under-1k|1991,2006,98,7,91,1
Single-Walled|Other-Fuel|Under-1k|1991,2007,91,7,84,1
Single-Walled|Other-Fuel|Under-1k|1991,2008,84,7,77,1
Single-Walled|Other-Fuel|Under-1k|1991,2009,80,7,73,1
Single-Walled|Other-Fuel|Under-1k|1991,2010,80,7,73,1
Single-Walled|Other-Fuel|Under-1k|1991,2011,72,7,65,1
Single-Walled|Other-Fuel|Under-1k|1991,2012,65,7,58,1
Single-Walled|Other-Fuel|Under-1k|1991,2013,64,7,57,1
Single-Walled|Other-Fuel|Under-1k|1991,2014,61,7,54,1
Single-Walled|Other-Fuel|Under-1k|1991,2015,57,3,54,1
Single-Walled|Other-Fuel|Under-1k|1991,2016,56,3,53,1
Single-Walled|Other-Fuel|Under-1k|1991,2017,56,3,53,1
Single-Walled|Other-Fuel|Under-1k|1991,2018,54,3,51,1
Single-Walled|Other-Fuel|Under-1k|1991,2019,54,3,51,1
Single-Walled|Other-Fuel|Under-1k|1991,2020,53,3,50,1
Single-Walled|Gasoline-Only|5k-12k|1990,1991,4790,575,4215,1
Single-Walled|Gasoline-Only|5k-12k|1990,1992,4775,575,4200,1
Single-Walled|Gasoline-Only|5k-12k|1990,1993,4761,573,4188,1
Single-Walled|Gasoline-Only|5k-12k|1990,1994,4737,571,4166,1
Single-Walled|Gasoline-Only|5k-12k|1990,1995,4706,567,4139,1
Single-Walled|Gasoline-Only|5k-12k|1990,1996,4674,563,4111,1
Single-Walled|Gasoline-Only|5k-12k|1990,1997,4635,558,4077,1
Single-Walled|Gasoline-Only|5k-12k|1990,1998,4601,553,4048,1
Single-Walled|Gasoline-Only|5k-12k|1990,1999,4532,547,3985,1
Single-Walled|Gasoline-Only|5k-12k|1990,2000,4453,529,3924,1
Single-Walled|Gasoline-Only|5k-12k|1990,2001,4393,521,3872,1
Single-Walled|Gasoline-Only|5k-12k|1990,2002,4333,507,3826,1
Single-Walled|Gasoline-Only|5k-12k|1990,2003,4272,492,3780,1
Single-Walled|Gasoline-Only|5k-12k|1990,2004,4205,475,3730,1
Single-Walled|Gasoline-Only|5k-12k|1990,2005,4128,462,3666,1
Single-Walled|Gasoline-Only|5k-12k|1990,2006,4037,448,3589,1
Single-Walled|Gasoline-Only|5k-12k|1990,2007,3937,431,3506,1
Single-Walled|Gasoline-Only|5k-12k|1990,2008,3854,417,3437,1
Single-Walled|Gasoline-Only|5k-12k|1990,2009,3766,409,3357,1
Single-Walled|Gasoline-Only|5k-12k|1990,2010,3718,406,3312,1
Single-Walled|Gasoline-Only|5k-12k|1990,2011,3635,405,3230,1
Single-Walled|Gasoline-Only|5k-12k|1990,2012,3576,400,3176,1
Single-Walled|Gasoline-Only|5k-12k|1990,2013,3520,400,3120,1
Single-Walled|Gasoline-Only|5k-12k|1990,2014,3454,400,3054,1
Single-Walled|Gasoline-Only|5k-12k|1990,2015,3398,400,2998,1
Single-Walled|Gasoline-Only|5k-12k|1990,2016,3364,400,2964,1
Single-Walled|Gasoline-Only|5k-12k|1990,2017,3320,400,2920,1
Single-Walled|Gasoline-Only|5k-12k|1990,2018,3291,400,2891,1
Single-Walled|Gasoline-Only|5k-12k|1990,2019,3270,400,2870,1
Single-Walled|Gasoline-Only|5k-12k|1990,2020,3246,400,2846,1
Single-Walled|Diesel-Only|Under-1k|1971,1985,502,74,428,1
Single-Walled|Diesel-Only|Under-1k|1971,1986,495,74,421,1
Single-Walled|Diesel-Only|Under-1k|1971,1987,489,73,416,1
Single-Walled|Diesel-Only|Under-1k|1971,1988,474,69,405,1
Single-Walled|Diesel-Only|Under-1k|1971,1989,440,63,377,1
Single-Walled|Diesel-Only|Under-1k|1971,1990,405,60,345,1
Single-Walled|Gasoline-Only|1k-5k|1962,1985,1308,217,1091,1
Single-Walled|Gasoline-Only|1k-5k|1962,1986,1295,217,1078,1
Single-Walled|Gasoline-Only|1k-5k|1962,1987,1258,207,1051,1
Single-Walled|Gasoline-Only|1k-5k|1962,1988,1172,186,986,1
Single-Walled|Gasoline-Only|1k-5k|1962,1989,1073,177,896,1
Single-Walled|Gasoline-Only|1k-5k|1962,1990,957,154,803,1
Single-Walled|Diesel-Only|Under-1k|1962,1985,82,12,70,1
Single-Walled|Diesel-Only|Under-1k|1962,1986,82,12,70,1
Single-Walled|Diesel-Only|Under-1k|1962,1987,81,12,69,1
Single-Walled|Diesel-Only|Under-1k|1962,1988,78,12,66,1
Single-Walled|Diesel-Only|Under-1k|1962,1989,72,9,63,1
Single-Walled|Diesel-Only|Under-1k|1962,1990,63,6,57,1
Single-Walled|Gasoline-Only|5k-12k|1968,1985,3102,574,2528,1
Single-Walled|Gasoline-Only|5k-12k|1968,1986,3093,573,2520,1
Single-Walled|Gasoline-Only|5k-12k|1968,1987,3012,535,2477,1
Single-Walled|Gasoline-Only|5k-12k|1968,1988,2869,478,2391,1
Single-Walled|Gasoline-Only|5k-12k|1968,1989,2699,439,2260,1
Single-Walled|Gasoline-Only|5k-12k|1968,1990,2506,390,2116,1
Single-Walled|Gasoline-Only|5k-12k|1968,1991,2274,346,1928,1
Single-Walled|Gasoline-Only|5k-12k|1968,1992,2091,303,1788,1
Single-Walled|Gasoline-Only|5k-12k|1968,1993,1922,270,1652,1
Single-Walled|Gasoline-Only|5k-12k|1968,1994,1755,246,1509,1
Single-Walled|Gasoline-Only|5k-12k|1968,1995,1626,218,1408,1
Single-Walled|Gasoline-Only|5k-12k|1968,1996,1509,206,1303,1
Single-Walled|Gasoline-Only|5k-12k|1968,1997,1389,179,1210,1
Single-Walled|Gasoline-Only|5k-12k|1968,1998,1280,167,1113,1
Single-Walled|Gasoline-Only|5k-12k|1968,1999,1069,123,946,1
Single-Walled|Gasoline-Only|5k-12k|1968,2000,961,113,848,1
Single-Walled|Gasoline-Only|5k-12k|1968,2001,923,100,823,1
Single-Walled|Gasoline-Only|5k-12k|1968,2002,900,93,807,1
Single-Walled|Gasoline-Only|5k-12k|1968,2003,871,92,779,1
Single-Walled|Gasoline-Only|5k-12k|1968,2004,825,85,740,1
Single-Walled|Gasoline-Only|5k-12k|1968,2005,784,68,716,1
Single-Walled|Gasoline-Only|5k-12k|1968,2006,761,65,696,1
Single-Walled|Gasoline-Only|5k-12k|1968,2007,742,59,683,1
Single-Walled|Gasoline-Only|5k-12k|1968,2008,714,55,659,1
Single-Walled|Diesel-Only|1k-5k|1973,1985,919,117,802,1
Single-Walled|Diesel-Only|1k-5k|1973,1986,918,117,801,1
Single-Walled|Diesel-Only|1k-5k|1973,1987,899,112,787,1
Single-Walled|Diesel-Only|1k-5k|1973,1988,883,109,774,1
Single-Walled|Diesel-Only|1k-5k|1973,1989,827,104,723,1
Single-Walled|Gasoline-Only|1k-5k|1973,1985,3200,500,2700,1
Single-Walled|Gasoline-Only|1k-5k|1973,1986,3184,499,2685,1
Single-Walled|Gasoline-Only|1k-5k|1973,1987,3113,485,2628,1
Single-Walled|Gasoline-Only|1k-5k|1973,1988,3034,465,2569,1
Single-Walled|Gasoline-Only|1k-5k|1973,1989,2816,432,2384,1
Single-Walled|Gasoline-Only|1k-5k|1982,1985,4408,665,3743,1
Single-Walled|Gasoline-Only|1k-5k|1982,1986,4385,661,3724,1
Single-Walled|Gasoline-Only|1k-5k|1982,1987,4336,658,3678,1
Single-Walled|Gasoline-Only|1k-5k|1982,1988,4270,652,3618,1
Single-Walled|Gasoline-Only|1k-5k|1982,1989,4094,635,3459,1
Single-Walled|Gasoline-Only|5k-12k|1988,1989,7121,973,6148,1
Single-Walled|Gasoline-Only|5k-12k|1988,1990,7083,972,6111,1
Single-Walled|Gasoline-Only|5k-12k|1988,1991,7020,970,6050,1
Single-Walled|Gasoline-Only|5k-12k|1988,1992,6953,965,5988,1
Single-Walled|Gasoline-Only|5k-12k|1988,1993,6887,954,5933,1
Single-Walled|Gasoline-Only|5k-12k|1988,1994,6797,949,5848,1
Single-Walled|Gasoline-Only|5k-12k|1988,1995,6693,947,5746,1
Single-Walled|Gasoline-Only|5k-12k|1988,1996,6610,943,5667,1
Single-Walled|Gasoline-Only|5k-12k|1988,1997,6527,926,5601,1
Single-Walled|Gasoline-Only|5k-12k|1988,1998,6410,915,5495,1
Single-Walled|Gasoline-Only|5k-12k|1988,1999,6230,883,5347,1
Single-Walled|Gasoline-Only|5k-12k|1988,2000,6103,859,5244,1
Single-Walled|Gasoline-Only|5k-12k|1988,2001,5982,830,5152,1
Single-Walled|Gasoline-Only|5k-12k|1988,2002,5878,816,5062,1
Single-Walled|Gasoline-Only|5k-12k|1988,2003,5752,790,4962,1
Single-Walled|Gasoline-Only|5k-12k|1988,2004,5614,756,4858,1
Single-Walled|Gasoline-Only|5k-12k|1988,2005,5476,720,4756,1
Single-Walled|Gasoline-Only|5k-12k|1988,2006,5350,702,4648,1
Single-Walled|Gasoline-Only|5k-12k|1988,2007,5233,688,4545,1
Single-Walled|Gasoline-Only|5k-12k|1988,2008,5074,657,4417,1
Single-Walled|Gasoline-Only|5k-12k|1988,2009,4929,626,4303,1
Single-Walled|Gasoline-Only|5k-12k|1988,2010,4792,618,4174,1
Single-Walled|Gasoline-Only|5k-12k|1988,2011,4703,606,4097,1
Single-Walled|Gasoline-Only|5k-12k|1988,2012,4623,602,4021,1
Single-Walled|Gasoline-Only|5k-12k|1988,2013,4556,602,3954,1
Single-Walled|Gasoline-Only|5k-12k|1988,2014,4504,602,3902,1
Single-Walled|Gasoline-Only|5k-12k|1988,2015,4434,602,3832,1
Single-Walled|Gasoline-Only|5k-12k|1988,2016,4385,602,3783,1
Single-Walled|Gasoline-Only|5k-12k|1988,2017,4310,602,3708,1
Single-Walled|Gasoline-Only|5k-12k|1988,2018,4219,602,3617,1
Single-Walled|Gasoline-Only|5k-12k|1988,2019,4150,602,3548,1
Single-Walled|Gasoline-Only|5k-12k|1988,2020,4116,602,3514,1
Double-Walled|Gasoline-Only|5k-12k|1989,1990,1008,184,824,1
Double-Walled|Gasoline-Only|5k-12k|1989,1991,1008,184,824,1
Double-Walled|Gasoline-Only|5k-12k|1989,1992,1006,184,822,1
Double-Walled|Gasoline-Only|5k-12k|1989,1993,1003,184,819,1
Double-Walled|Gasoline-Only|5k-12k|1989,1994,992,183,809,1
Double-Walled|Gasoline-Only|5k-12k|1989,1995,984,182,802,1
Double-Walled|Gasoline-Only|5k-12k|1989,1996,983,182,801,1
Double-Walled|Gasoline-Only|5k-12k|1989,1997,977,182,795,1
Double-Walled|Gasoline-Only|5k-12k|1989,1998,977,182,795,1
Double-Walled|Gasoline-Only|5k-12k|1989,1999,957,173,784,1
Double-Walled|Gasoline-Only|5k-12k|1989,2000,936,159,777,1
Double-Walled|Gasoline-Only|5k-12k|1989,2001,917,155,762,1
Double-Walled|Gasoline-Only|5k-12k|1989,2002,906,149,757,1
Double-Walled|Gasoline-Only|5k-12k|1989,2003,890,140,750,1
Double-Walled|Gasoline-Only|5k-12k|1989,2004,868,131,737,1
Double-Walled|Gasoline-Only|5k-12k|1989,2005,853,130,723,1
Double-Walled|Gasoline-Only|5k-12k|1989,2006,838,126,712,1
Double-Walled|Gasoline-Only|5k-12k|1989,2007,826,126,700,1
Double-Walled|Gasoline-Only|5k-12k|1989,2008,788,112,676,1
Double-Walled|Gasoline-Only|5k-12k|1989,2009,768,108,660,1
Double-Walled|Gasoline-Only|5k-12k|1989,2010,742,105,637,1
Double-Walled|Gasoline-Only|5k-12k|1989,2011,722,103,619,1
Double-Walled|Gasoline-Only|5k-12k|1989,2012,703,103,600,1
Double-Walled|Gasoline-Only|5k-12k|1989,2013,699,103,596,1
Double-Walled|Gasoline-Only|5k-12k|1989,2014,680,103,577,1
Double-Walled|Gasoline-Only|5k-12k|1989,2015,664,103,561,1
Double-Walled|Gasoline-Only|5k-12k|1989,2016,654,103,551,1
Double-Walled|Gasoline-Only|5k-12k|1989,2017,643,103,540,1
Double-Walled|Gasoline-Only|5k-12k|1989,2018,629,103,526,1
Double-Walled|Gasoline-Only|5k-12k|1989,2019,611,103,508,1
Double-Walled|Gasoline-Only|5k-12k|1989,2020,582,103,479,1
Double-Walled|Other-Fuel|1k-5k|1989,1990,160,39,121,1
Double-Walled|Other-Fuel|1k-5k|1989,1991,160,39,121,1
Double-Walled|Other-Fuel|1k-5k|1989,1992,158,37,121,1
Double-Walled|Other-Fuel|1k-5k|1989,1993,157,36,121,1
Double-Walled|Other-Fuel|1k-5k|1989,1994,154,36,118,1
Double-Walled|Other-Fuel|1k-5k|1989,1995,151,36,115,1
Double-Walled|Other-Fuel|1k-5k|1989,1996,146,34,112,1
Double-Walled|Other-Fuel|1k-5k|1989,1997,141,34,107,1
Double-Walled|Other-Fuel|1k-5k|1989,1998,135,31,104,1
Double-Walled|Other-Fuel|1k-5k|1989,1999,128,29,99,1
Double-Walled|Other-Fuel|1k-5k|1989,2000,120,27,93,1
Double-Walled|Other-Fuel|1k-5k|1989,2001,115,26,89,1
Double-Walled|Other-Fuel|1k-5k|1989,2002,108,26,82,1
Double-Walled|Other-Fuel|1k-5k|1989,2003,104,26,78,1
Double-Walled|Other-Fuel|1k-5k|1989,2004,100,26,74,1
Double-Walled|Other-Fuel|1k-5k|1989,2005,98,26,72,1
Double-Walled|Other-Fuel|1k-5k|1989,2006,94,24,70,1
Double-Walled|Other-Fuel|1k-5k|1989,2007,91,24,67,1
Double-Walled|Other-Fuel|1k-5k|1989,2008,86,23,63,1
Double-Walled|Other-Fuel|1k-5k|1989,2009,79,21,58,1
Double-Walled|Other-Fuel|1k-5k|1989,2010,79,21,58,1
Double-Walled|Other-Fuel|1k-5k|1989,2011,74,21,53,1
Double-Walled|Other-Fuel|1k-5k|1989,2012,73,21,52,1
Double-Walled|Other-Fuel|1k-5k|1989,2013,71,21,50,1
Double-Walled|Other-Fuel|1k-5k|1989,2014,66,21,45,1
Double-Walled|Other-Fuel|1k-5k|1989,2015,63,19,44,1
Double-Walled|Other-Fuel|1k-5k|1989,2016,62,19,43,1
Double-Walled|Other-Fuel|1k-5k|1989,2017,56,16,40,1
Double-Walled|Other-Fuel|1k-5k|1989,2018,55,15,40,1
Double-Walled|Other-Fuel|1k-5k|1989,2019,54,14,40,1
Double-Walled|Other-Fuel|1k-5k|1989,2020,51,14,37,1
Single-Walled|Gasoline-Only|5k-12k|1970,1985,2809,795,2014,1
Single-Walled|Gasoline-Only|5k-12k|1970,1986,2801,792,2009,1
Single-Walled|Gasoline-Only|5k-12k|1970,1987,2742,764,1978,1
Single-Walled|Gasoline-Only|5k-12k|1970,1988,2647,708,1939,1
Single-Walled|Gasoline-Only|5k-12k|1970,1989,2498,656,1842,1
Single-Walled|Gasoline-Only|5k-12k|1970,1990,2321,586,1735,1
Single-Walled|Gasoline-Only|5k-12k|1970,1991,2082,510,1572,1
Single-Walled|Gasoline-Only|5k-12k|1970,1992,1909,452,1457,1
Single-Walled|Gasoline-Only|5k-12k|1970,1993,1734,405,1329,1
Single-Walled|Gasoline-Only|5k-12k|1970,1994,1589,361,1228,1
Single-Walled|Gasoline-Only|5k-12k|1970,1995,1464,346,1118,1
Single-Walled|Gasoline-Only|5k-12k|1970,1996,1336,309,1027,1
Single-Walled|Gasoline-Only|5k-12k|1970,1997,1232,267,965,1
